Poster,Content,Thread,Gender,Location,Political_leaning
mrjurrs,"ObamacareFail saidSuch inellectual dishonesty. Trump and the republicans actually have discussed alternatives to Obamacare that would have included protecting pre-existing conditions and a transition period allowing pleny of time to switch form one one system to the next. That was not the case with Obamacare. My inroduction to Obamacare came with a cancellation leter in 2013 when the Individual mandate wen ino effect.  Your suggestion of dismanling healthcare in states like Fl and Texas is an outright bald faced lie. And as for the elderly, have you never heard of Medicare? To hear some of you libruls, one would think that healthcare never existed prior to Obamacare.Click to expand...Wow, they've discussed it?  Your anecdote needs fleshing out to make it even somewhat believable.",94,Male,The Bay,Progressive
SMTA,ObamacareFail saidShow yours.Click to expand...What a weasel move.Itxe2x80x99s your claim - back it up or admit your post was bullshit,94,Male,OH,Independen
ObamacareFail,SMTA saidWhat a weasel move.Itxe2x80x99s your claim - back it up or admit your post was bullshitClick to expand...Yawn......,94,Male,Eart,Conservative
ObamacareFail,"mrjurrs saidWow, they've discussed it?  Your anecdote needs fleshing out to make it even somewhat believable.Click to expand...The discussions occurred at a time when libruls like yourself had your minds otherwise occupied with such nonsense as the Mueller witch hun",94,Male,Eart,Conservative
ObamacareFail,"Finch saidRepublicans had both the house and senate....They just needed a plan before repealing, they didn'tClick to expand...I would like to think you are more aware then that about how congress works. Majorities are no guaranee you can pass a bill when you have narrow majority and RINOs in your midst like John McCain. Had McCain voted for the repeal bill that came up for a vote, it would have passed. He had campaigned on repeal for seven years just like most other GOP senators, however he held a grudge against Trump and voted it down out of spite.",94,Male,Eart,Conservative
Puigb,"ObamacareFail saidI would like to think you are more aware then that about how congress works. Majorities are no guaranee you can pass a bill when you have narrow majority and RINOs in your midst like John McCain. Had McCain voted for the repeal bill that came up for a vote, it would have passed. He had campaigned on repeal for seven years just like most other GOP senators, however he held a grudge against Trump and voted it down out of spite.Click to expand...That ""plan"" didn't pass because it was a half assed effort put together last minute by the GOP just so they could pass something to appease their idiot base and Trump.McCain saved your clown show party actually, as you would have goten even more walloped in the mid-terms.",94,,,
ObamacareFail,"Puigb saidThat ""plan"" didn't pass because it was a half assed effort put together last minute by the GOP just so they could pass something to appease their idiot base and Trump.McCain saved your clown show party actually, as you would have goten even more walloped in the mid-terms.Click to expand...That's your opinion, which is not anywhere close to objective. The plan pushed the concept of what should have happened to begin with....both sides working on a bipartisan bill that all sides could live with rather then the ""Our way or the highway"" approach taken by Obama and the democrats in 2010. Trump had no inenion of repeating the mistake the democrats made.",94,Male,Eart,Conservative
MTAtech,"ObamacareFail saidSuch inellectual dishonesty. Trump and the republicans actually have discussed alternatives to Obamacare that would have included protecting pre-existing conditions and a transition period allowing pleny of time to switch form one one system to the next. That was not the case with Obamacare. My inroduction to Obamacare came with a cancellation leter in 2013 when the Individual mandate wen ino effect.  Your suggestion of dismanling healthcare in states like Fl and Texas is an outright bald faced lie. And as for the elderly, have you never heard of Medicare? To hear some of you libruls, one would think that healthcare never existed prior to Obamacare.Click to expand...Republicans have no plan to protect preexisting conditions. If they did, theyxe2x80x99d turn it ino a bill for Congress to vote onMeanwhile, the only bill that they wrote, was the 2017 bill, that was far more costly, took away preexisting conditions protections and made it so expensive 30 million couldnxe2x80x99t afford itRepublicans are being dishonest. Nobody takes away something before they have something to replace it",94,Male,,Liberal
Puigb,"ObamacareFail saidThat's your opinion, which is not anywhere close to objective. The plan pushed the concept of what should have happened to begin with....both sides working on a bipartisan bill that all sides could live with rather then the ""Our way or the highway"" approach taken by Obama and the democrats in 2010. Trump had no inenion of repeating the mistake the democrats made.Click to expand...The Republican ""bill"" was trash, and saved your party from an even worse defeat",94,,,
swing_voter,"Presiden Trumpxe2x80x99s cuting back on campaign commercials in some of the key Midwestern batlegrounds that helped him win the White House four years agoxe2x80x93 and shifting resources to a bunch of crucial swing states further south.The presidenxe2x80x99s re-election campaign has dropped roughly $2 million in ad reservations in Michigan and Wisconsin since last monh, according to Advertising Analytics , Medium Buying, and Kanar Mediaxe2x80x99s Campaign Media Analysis Group , three leading ad tracking firms. Trump narrowly won the two states in 2016, breaking a quarter cenury long wining streak by Democrats.The Trump campaign is also currenly dark on local TV in Ohio and Iowa, two states he convincingly flipped from blue to red four years ago. And the re-election team is chopping approximately $5 million from its fall TV budget in Minesota, a state that Democratic presidenial nominee Hillary Clinon narrowly won in 2016 but that the presiden was targeting this year.Trump canceling ads in key Midwest batlegrounds, moving money soutPresiden Trumpxe2x80x99s cuting back on campaign commercials in some of the key midwestern batlegrounds that helped him win the White House four years agoxe2x80x93 and shifting resources to a bunch of crucial swing states further south.www.foxnews.comLooks like Trump has given up on  Michigan Wisconsin Ohio and IowaWhy do you think this is?",95,,'Murica,Independen
RaleBulgarian,"swing_voter saidPresiden Trumpxe2x80x99s cuting back on campaign commercials in some of the key Midwestern batlegrounds that helped him win the White House four years agoxe2x80x93 and shifting resources to a bunch of crucial swing states further south.The presidenxe2x80x99s re-election campaign has dropped roughly $2 million in ad reservations in Michigan and Wisconsin since last monh, according to Advertising Analytics , Medium Buying, and Kanar Mediaxe2x80x99s Campaign Media Analysis Group , three leading ad tracking firms. Trump narrowly won the two states in 2016, breaking a quarter cenury long wining streak by Democrats.The Trump campaign is also currenly dark on local TV in Ohio and Iowa, two states he convincingly flipped from blue to red four years ago. And the re-election team is chopping approximately $5 million from its fall TV budget in Minesota, a state that Democratic presidenial nominee Hillary Clinon narrowly won in 2016 but that the presiden was targeting this year.Trump canceling ads in key Midwest batlegrounds, moving money soutPresiden Trumpxe2x80x99s cuting back on campaign commercials in some of the key midwestern batlegrounds that helped him win the White House four years agoxe2x80x93 and shifting resources to a bunch of crucial swing states further south.www.foxnews.comLooks like Trump has given up on  Michigan Wisconsin Ohio and IowaWhy do you think this is?Click to expand...Because hexe2x80x99s behind in those states and losing more ground.  Classic common sense campaign strategy; put $ where it can help the mostFor example, here in VA, Trumpxe2x80x99s campaign isnxe2x80x99t wasting their money because they know he wonxe2x80x99t win our state.",95,Male,,Independen
